UniqueCarrier,FlightNum,Origin,Dest,Distance,DayOfWeek,DayofMonth,Month,Year,CRSElapsedTime,ActualElapsedTime,ArrDelay,DepDelay,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
MQ,3506,LIT,DFW,304,1,21,7,2008,75,73,27,29,13,9,0,0,0,0,27
OO,6094,LAX,ONT,47,5,6,4,2007,39,42,18,15,4,14,18,0,0,0,0
OH,5213,CVG,DTW,229,1,18,7,2005,69,69,25,25,6,19,0,25,0,0,0
NW,427,DTW,LGA,501,7,23,4,2006,103,120,25,8,7,29,0,0,25,0,0
CO,1892,IAH,CMH,986,5,5,5,2006,156,142,30,44,6,13,30,0,0,0,0
DL,1244,ATL,MIA,595,4,9,12,2004,108,117,50,41,5,27,0,41,9,0,0
EV,4394,ATL,MLI,633,7,27,8,2006,120,111,40,49,3,17,0,0,0,0,40
AS,20,SEA,ORD,1721,4,28,10,2004,224,249,27,2,9,27,0,0,27,0,0
US,194,FLL,PHL,992,4,2,6,2005,158,180,19,-3,5,16,0,0,19,0,0
OO,6090,LAX,MRY,267,3,24,3,2004,79,76,18,21,2,14,0,18,0,0,0
MQ,3632,LEX,DFW,785,4,4,5,2006,136,147,16,5,5,8,0,0,16,0,0
DL,874,ATL,LGA,761,6,22,4,2006,135,152,18,1,8,23,0,0,18,0,0
AA,675,BNA,DFW,631,6,28,7,2007,110,101,49,58,5,13,0,0,0,0,49
AA,1792,ORD,BNA,409,4,22,7,2004,89,108,127,108,5,17,64,0,24,0,39
US,2134,LGA,BOS,185,4,19,5,2005,67,78,17,6,8,37,0,0,17,0,0
MQ,4175,ORD,DSM,299,1,1,12,2003,67,71,50,46,5,10,0,0,7,0,43
OO,1976,ATL,CVG,373,4,19,6,2008,85,86,18,17,5,21,0,9,1,0,8
YV,6491,PHX,ICT,870,3,5,4,2006,143,107,46,82,5,6,46,0,0,0,0
DL,844,CAE,ATL,191,7,8,5,2005,59,46,409,422,13,8,409,0,0,0,0
AA,2526,ORD,MIA,1197,7,4,1,2004,182,179,267,270,4,25,0,223,0,0,44
XE,2931,CVG,IAH,871,2,15,6,2004,158,171,248,235,7,35,0,0,13,0,235
NW,1403,DTW,LAN,74,3,27,7,2005,38,28,53,63,4,6,53,0,0,0,0
WN,174,BNA,BWI,588,3,9,7,2008,100,90,78,88,4,7,73,0,0,0,5
AA,1054,MIA,DCA,920,4,25,10,2007,140,138,16,18,3,15,16,0,0,0,0
FL,344,MKE,SFO,1845,5,13,6,2008,264,274,82,72,7,9,0,0,10,0,72
OH,4985,GRR,CVG,268,7,21,1,2007,76,95,79,60,2,40,0,60,19,0,0
MQ,3975,ORD,OKC,693,3,8,8,2007,120,139,17,-2,3,37,0,0,17,0,0
NW,1452,DTW,ORF,529,4,10,3,2005,98,128,33,3,6,44,0,0,33,0,0
OO,6454,SFO,SAT,1482,2,18,10,2005,208,218,21,11,4,34,21,0,0,0,0
CO,190,IAH,MIA,964,6,3,1,2004,150,137,54,67,5,14,0,0,0,0,54
WN,1718,DAL,SAT,248,4,25,1,2007,60,60,18,18,3,7,0,0,0,0,18
DL,1084,ATL,OAK,2130,1,12,3,2007,325,298,17,44,8,35,3,0,0,0,14
DL,442,LGA,CVG,585,4,1,2,2007,129,143,96,82,6,22,0,0,14,0,82
OO,2719,FNT,MKE,211,7,16,11,2008,50,44,19,25,4,3,0,0,0,0,19
NW,315,MSP,LAX,1536,4,25,11,2004,228,225,17,20,5,11,14,0,0,0,3
US,1424,PHL,STT,1605,4,1,7,2004,236,211,115,140,3,10,7,0,0,0,108
FL,213,CAK,ATL,528,2,19,10,2004,104,95,87,96,6,8,0,0,0,0,87
UA,172,SFO,BOS,2704,5,12,10,2007,340,325,44,59,3,21,44,0,0,0,0
CO,259,DCA,IAH,1208,4,13,12,2007,205,233,35,7,4,27,7,0,28,0,0
AA,2033,DFW,SEA,1660,2,13,9,2005,249,265,17,1,7,29,0,0,17,0,0
DH,1845,IAD,CLE,288,2,16,11,2004,86,111,30,5,9,44,0,0,25,0,5
WN,649,DAL,AUS,189,2,18,3,2008,50,66,311,295,4,12,0,5,16,0,290
F9,551,ATL,DEN,1199,5,3,8,2007,198,245,45,-2,46,20,0,0,45,0,0
CO,491,MIA,IAH,964,1,6,11,2006,172,158,15,29,5,13,0,0,0,0,15
HP,221,SLC,PHX,507,4,17,7,2003,100,104,16,12,3,21,8,0,4,0,4
MQ,4500,ORD,PIA,130,7,9,12,2007,50,82,97,65,6,41,65,0,32,0,0
DL,1894,ATL,CLT,227,7,7,10,2007,74,97,38,15,3,53,10,0,23,0,5
AA,862,PBI,ORD,1144,7,16,4,2006,189,279,78,-12,6,71,0,0,78,0,0
AA,378,ORD,LGA,733,7,1,4,2007,125,120,23,28,5,17,0,23,0,0,0
NW,186,MSP,CMH,627,1,8,8,2005,109,97,68,80,4,12,17,0,0,0,51
CO,1593,MCO,EWR,938,1,23,1,2006,149,163,41,27,12,31,0,0,14,0,27
9E,5769,CHS,MEM,589,3,17,1,2007,120,141,27,6,5,37,6,0,21,0,0
WN,1501,MDW,SAN,1728,7,10,12,2006,265,258,55,62,3,7,55,0,0,0,0
WN,258,BUR,LAS,223,5,29,6,2007,60,66,60,54,3,17,0,0,6,0,54
HP,647,PHX,ONT,325,2,12,4,2005,80,90,21,11,5,32,0,0,10,0,11
CO,1569,LAS,EWR,2227,7,8,8,2004,304,318,16,2,14,33,0,0,16,0,0
EV,4108,DHN,ATL,171,2,23,5,2006,64,94,23,-7,20,21,0,0,23,0,0
EV,4851,OMA,ATL,821,1,4,9,2006,133,151,18,0,33,12,0,0,18,0,0
NW,343,DTW,SFO,2079,1,14,3,2005,311,333,27,5,5,20,0,0,27,0,0
AA,695,LGA,FLL,1076,4,13,12,2007,205,277,91,19,11,97,0,0,91,0,0
OH,6522,RDU,LGA,431,5,12,12,2008,107,85,222,244,10,14,222,0,0,0,0
UA,96,LAX,PHL,2401,5,11,3,2005,301,325,18,-6,4,28,0,0,18,0,0
WN,555,HOU,ABQ,759,7,10,4,2005,130,121,35,44,4,8,34,0,0,0,1
AA,1816,DFW,MEM,432,5,25,5,2007,80,111,88,57,11,33,0,0,31,0,57
EV,4384,GPT,ATL,352,6,11,6,2005,73,82,73,64,9,10,0,0,73,0,0
AA,39,SFO,HNL,2398,5,25,2,2005,331,355,21,-3,3,19,0,0,21,0,0
MQ,4087,SDF,ORD,286,6,1,7,2006,76,74,53,55,5,17,53,0,0,0,0
AA,1188,STL,SDF,254,5,18,7,2003,64,62,89,91,3,17,64,0,0,0,25
OO,6636,DEN,BIS,517,5,10,6,2005,90,83,67,74,4,16,67,0,0,0,0
UA,340,ORD,BWI,622,4,19,1,2006,118,109,117,126,4,25,14,0,0,0,103
AA,2250,DFW,BOS,1562,4,24,2,2005,213,213,15,15,9,34,0,15,0,0,0
AA,1355,PBI,ORD,1144,1,1,11,2004,187,200,52,39,7,42,0,0,52,0,0
AA,528,SAT,ORD,1041,5,21,12,2007,160,161,253,252,11,14,0,0,190,0,63
UA,128,LAX,ORD,1745,5,20,8,2004,231,230,23,24,11,18,23,0,0,0,0
EV,4445,AGS,ATL,143,4,19,7,2007,60,50,127,137,13,8,0,127,0,0,0
NW,1249,DTW,ORD,235,1,4,12,2006,78,94,111,95,8,35,95,0,16,0,0
OO,6416,SFO,ABQ,896,6,1,11,2008,139,126,104,117,6,14,0,0,0,0,104
MQ,4140,MSN,ORD,109,3,24,12,2008,55,75,83,63,20,18,0,0,20,0,63
NW,1708,MEM,EWR,946,5,1,7,2005,165,157,35,43,5,24,0,35,0,0,0
OH,5308,TLH,MCO,227,4,26,5,2005,56,47,88,97,4,14,0,88,0,0,0
DL,741,CVG,TPA,773,7,26,12,2004,129,149,125,105,13,30,0,105,20,0,0
UA,235,IAD,OAK,2408,2,9,12,2003,348,374,25,-1,5,26,0,0,25,0,0
NW,620,MSP,LAN,455,6,18,12,2004,90,84,21,27,5,12,21,0,0,0,0
MQ,4280,FWA,ORD,157,6,17,9,2005,57,70,71,58,5,23,0,0,13,0,58
WN,2107,SAT,DAL,248,4,25,8,2005,55,57,22,20,2,12,0,0,2,0,20
AA,329,LGA,ORD,733,4,11,11,2004,149,152,19,16,4,20,0,0,3,0,16
NW,216,SEA,DTW,1927,5,20,6,2003,246,274,25,-3,11,24,0,0,25,0,0
UA,939,DEN,SFO,967,6,24,1,2004,157,183,32,6,7,22,0,0,26,0,6
UA,540,ORD,BOS,867,5,17,12,2004,152,177,42,17,7,51,0,0,30,0,12
DL,333,DFW,LAX,1235,5,12,12,2003,207,212,17,12,7,23,12,0,5,0,0
UA,684,ORD,LGA,733,1,26,2,2007,135,122,88,101,7,12,0,0,32,0,56
EV,4932,CAE,TPA,420,6,25,6,2005,85,82,101,104,2,9,101,0,0,0,0
AA,1617,LGA,MCO,950,6,20,12,2003,166,138,38,66,5,11,0,0,0,2,36
CO,1588,SAN,IAH,1303,7,2,12,2007,195,179,127,143,13,12,0,0,0,0,127
FL,988,ATL,PIT,526,1,30,6,2003,101,105,61,57,6,24,0,0,4,0,57
AA,772,ORD,HPN,738,1,8,12,2003,126,141,43,28,3,43,0,0,15,0,28
WN,2273,MSY,TPA,487,1,22,9,2008,90,89,19,20,4,9,0,0,0,0,19
DL,1425,ATL,PHX,1587,3,17,12,2003,263,255,17,25,4,32,0,0,0,0,17
DL,1116,MEM,ATL,332,1,10,5,2004,75,70,16,21,7,10,0,0,0,0,16
OH,5168,SDF,ATL,321,7,17,2,2008,85,119,223,189,38,16,0,0,223,0,0
AA,848,DFW,MCO,984,5,9,12,2005,137,130,16,23,5,13,16,0,0,0,0
AA,580,ORD,DCA,612,5,30,5,2008,100,126,141,115,2,45,0,0,33,0,108
WN,1681,MDW,STL,251,5,9,6,2006,60,54,36,42,3,8,36,0,0,0,0
DL,929,ATL,RSW,515,6,30,7,2005,101,102,35,34,7,21,0,0,1,0,34
UA,869,IAD,SFO,2419,5,17,9,2004,349,321,15,43,6,14,14,0,0,0,1
DL,1616,ATL,LGA,761,2,21,10,2003,128,146,18,0,14,21,0,0,18,0,0
OO,6936,PHX,LAX,370,5,27,6,2003,75,92,127,110,24,8,0,0,0,127,0
9E,2965,DTW,SBN,157,1,22,12,2008,64,93,63,34,3,59,0,0,29,0,34
DL,165,ATL,DFW,732,3,11,8,2004,139,186,56,9,15,50,9,0,47,0,0
NW,1714,MSP,DCA,931,3,19,7,2006,141,148,25,18,9,14,0,18,7,0,0
OH,5288,JFK,BOS,187,2,15,8,2006,80,117,37,0,11,52,0,0,37,0,0
EV,4712,DFW,JAN,408,6,30,8,2003,90,103,42,29,3,43,29,0,13,0,0
EV,4164,ATL,LIT,453,6,23,12,2006,101,92,131,140,3,20,131,0,0,0,0
EV,4743,ATL,GNV,300,2,12,6,2007,96,110,99,85,3,39,0,85,14,0,0
US,921,PHL,CLT,448,6,22,4,2006,107,85,117,139,4,10,35,0,0,0,82
WN,1044,ONT,PHX,325,4,23,8,2007,65,101,40,4,11,42,0,0,40,0,0
OO,6577,SBA,SFO,262,1,29,12,2003,74,88,105,91,4,5,0,0,105,0,0
CO,1663,IAH,ELP,667,4,27,9,2007,125,125,18,18,5,28,18,0,0,0,0
AS,197,SEA,ANC,1449,4,10,4,2008,213,230,36,19,3,14,0,0,17,0,19
OH,5563,RDU,JFK,426,6,17,7,2004,88,105,17,0,14,24,0,0,17,0,0
DL,493,DEN,ATL,1199,4,15,12,2005,168,162,74,80,7,22,0,0,74,0,0
WN,121,MSY,LAS,1501,5,1,4,2005,240,225,105,120,5,5,105,0,0,0,0
UA,998,SMF,ORD,1781,5,24,8,2007,239,285,45,-1,7,65,0,0,45,0,0
WN,2039,PHX,DEN,602,1,7,1,2008,105,101,28,32,7,11,16,0,0,0,12
NW,1954,DTW,PHL,453,1,26,9,2005,105,116,21,10,9,30,0,10,11,0,0
NW,1112,DTW,RSW,1085,2,1,1,2008,169,186,15,-2,5,22,0,0,15,0,0
OO,6995,ORD,CWA,213,7,31,12,2006,66,81,16,1,4,19,16,0,0,0,0
UA,726,DEN,BOS,1754,5,14,4,2006,220,219,30,31,6,15,0,0,0,0,30
WN,108,RDU,PHL,336,1,17,9,2007,80,87,58,51,15,9,0,0,7,0,51
NW,1573,CLT,DTW,500,3,29,8,2007,116,124,41,33,9,35,0,0,8,0,33
US,803,IND,PHL,587,2,30,11,2004,107,82,23,48,3,11,0,0,23,0,0
CO,400,FLL,EWR,1065,5,19,12,2003,180,175,64,69,6,31,0,0,64,0,0
FL,226,MSP,MDW,349,2,27,2,2007,83,106,27,4,29,11,0,0,23,0,4
EV,4535,MOB,ATL,302,4,5,6,2003,76,80,29,25,15,15,0,0,4,0,25
OO,6360,SLC,SFO,599,6,17,2,2007,114,114,69,69,5,9,0,0,0,0,69
OO,3683,SUN,SLC,223,6,12,3,2005,61,54,16,23,5,11,0,0,16,0,0
NW,802,HNL,LAX,2556,7,11,5,2008,316,355,39,0,8,21,0,0,39,0,0
XE,2375,IAH,CVG,871,1,21,11,2005,139,145,19,13,6,13,13,0,6,0,0
DL,2056,MCO,LAS,2039,5,3,2,2006,307,296,58,69,6,11,8,0,0,0,50
CO,1083,BOS,IAH,1597,4,13,10,2005,250,222,28,56,6,11,7,0,0,0,21
WN,1050,HOU,LAX,1390,2,1,3,2005,215,218,28,25,3,8,0,0,3,0,25
US,1217,BOS,PHL,280,4,16,2,2006,87,103,16,0,4,17,0,0,16,0,0
CO,501,EWR,FLL,1065,4,30,11,2006,192,179,56,69,4,28,56,0,0,0,0
MQ,3480,BUF,DFW,1212,6,28,5,2005,195,204,40,31,29,8,0,0,40,0,0
NW,475,DTW,ATL,594,3,2,6,2004,112,101,20,31,4,13,20,0,0,0,0
UA,948,ORD,PHL,678,4,1,7,2004,127,227,99,-1,6,128,0,0,99,0,0
NW,704,DFW,DTW,987,3,24,8,2005,153,151,20,22,11,15,20,0,0,0,0
OH,5326,OKC,CVG,756,1,27,8,2007,133,117,206,222,4,8,206,0,0,0,0
UA,68,LAX,ORD,1745,7,9,11,2008,240,260,17,-3,3,54,0,0,17,0,0
NW,1872,ROC,DTW,296,5,8,8,2003,75,79,16,12,7,22,7,0,4,0,5
AA,143,IAD,LAX,2288,5,14,4,2006,322,348,20,-6,7,20,0,0,20,0,0
F9,516,DEN,LGA,1619,4,12,5,2005,210,219,28,19,10,8,11,0,9,0,8
WN,438,MDW,ISP,765,6,22,5,2004,120,113,18,25,3,12,0,0,0,0,18
DL,871,RSW,ATL,515,4,1,7,2004,116,107,44,53,6,13,0,0,44,0,0
OO,5767,PDX,RDM,116,2,26,8,2008,42,36,31,37,4,5,31,0,0,0,0
CO,1152,ATL,EWR,745,2,5,8,2003,144,143,189,190,7,20,0,0,0,0,189
MQ,3944,JFK,BWI,184,2,20,5,2008,70,86,51,35,7,38,0,0,16,0,35
AA,2281,BOS,PBI,1197,4,18,12,2003,206,211,17,12,4,24,12,0,5,0,0
NW,1106,DTW,RSW,1085,1,7,3,2005,167,169,67,65,5,18,65,0,2,0,0
CO,1155,EWR,ATL,745,1,12,7,2004,168,130,127,165,8,19,0,6,0,0,121
AA,1489,ORD,MSY,837,3,21,6,2006,134,129,97,102,2,17,0,0,5,0,92
HP,842,RDU,PHX,1891,5,22,7,2005,278,245,36,69,7,8,0,0,0,0,36
AS,235,SFO,PDX,550,7,2,12,2007,104,114,151,141,6,25,0,0,15,0,136
EV,4892,CVG,MDT,429,2,25,12,2007,85,75,20,30,4,14,20,0,0,0,0
WN,3349,BWI,STL,737,6,15,11,2008,145,125,20,40,4,10,0,0,0,0,20
FL,644,PHF,LGA,288,1,30,4,2007,75,74,77,78,4,12,0,0,77,0,0
NW,458,MSP,MEM,700,4,6,3,2008,124,137,41,28,6,11,28,0,13,0,0
UA,649,EWR,ORD,719,5,5,9,2008,136,155,19,0,9,23,0,0,19,0,0
MQ,3181,SJC,SAN,417,6,30,9,2006,85,82,42,45,7,11,42,0,0,0,0
B6,83,JFK,SEA,2421,6,12,2,2005,359,366,22,15,4,13,0,0,7,0,15
WN,2054,BNA,MSY,471,6,14,10,2006,85,85,16,16,2,13,0,0,0,0,16
YV,2623,CLT,MCI,809,7,17,8,2008,150,188,38,0,9,60,0,0,38,0,0
XE,2154,PIT,IAH,1117,5,14,7,2006,183,212,26,-3,28,24,0,0,26,0,0
US,1249,PVD,DCA,357,5,10,12,2004,85,83,22,24,4,9,0,0,0,0,22
US,1031,PHL,MSY,1088,1,19,3,2007,181,211,57,27,3,43,0,0,57,0,0
AA,1390,DFW,ATL,732,4,13,5,2004,128,141,39,26,7,12,0,0,23,0,16
XE,2476,EWR,CVG,569,2,9,1,2007,133,119,20,34,4,16,2,0,0,0,18
OO,6738,SFO,EUG,451,5,19,12,2003,87,75,30,42,3,14,0,0,30,0,0
OO,6284,MTJ,DEN,197,5,9,7,2004,62,61,21,22,7,5,0,21,0,0,0
YV,7238,ORF,IAD,157,7,27,1,2008,63,55,160,168,6,16,0,0,0,0,160
AA,359,PHL,DFW,1302,3,13,8,2003,211,266,51,-4,30,36,0,0,51,0,0
WN,2044,TUS,ABQ,321,1,31,7,2006,65,109,51,7,5,6,4,0,44,0,3
EV,4671,ATL,LEX,303,4,25,5,2006,69,124,60,5,5,74,0,0,60,0,0
NW,226,DTW,DCA,405,7,8,6,2008,90,85,62,67,8,17,0,58,0,0,4
CO,73,IAH,HNL,3904,1,22,5,2006,485,502,15,-2,5,29,0,0,15,0,0
OH,5476,CVG,BGR,906,3,29,12,2004,135,137,20,18,6,22,18,0,2,0,0
WN,1554,LAS,BNA,1588,5,3,6,2005,215,212,85,88,4,18,1,0,0,0,84
NW,418,DTW,MCO,957,4,17,8,2006,151,180,67,38,6,41,38,0,29,0,0
MQ,3856,VPS,DFW,626,1,18,9,2006,125,120,17,22,11,9,0,2,0,0,15
XE,3226,BDL,EWR,116,4,30,11,2006,78,54,83,107,9,10,0,0,83,0,0
XE,2682,CLE,ORF,435,6,10,6,2006,90,83,52,59,5,13,0,0,0,0,52
WN,1965,MDW,MCI,405,1,1,3,2004,85,80,40,45,3,7,0,0,0,0,40
WN,1277,BWI,ALB,288,4,1,6,2006,65,66,51,50,2,10,4,0,1,0,46
XE,3057,EWR,STL,872,2,21,8,2007,184,204,16,-4,5,70,0,0,16,0,0
HP,307,JFK,LAX,2475,2,30,12,2003,370,407,36,-1,6,28,0,0,36,0,0
US,1640,CLT,BDL,644,5,16,11,2007,117,131,37,23,5,37,16,0,14,0,7
NW,934,LIT,MEM,129,3,9,7,2008,53,48,32,37,8,13,0,0,0,0,32
US,1690,FLL,PHL,992,3,11,4,2007,156,172,27,11,10,22,11,0,16,0,0
WN,1955,MDW,BNA,395,4,6,9,2007,80,76,37,41,5,12,37,0,0,0,0
WN,1238,LAX,PHX,370,5,28,7,2006,75,64,46,57,4,5,0,0,0,0,46
EV,4325,ATL,BUF,712,5,7,10,2005,121,109,57,69,4,11,0,57,0,0,0
DL,771,ATL,IAH,689,4,2,11,2006,125,139,38,24,5,20,0,0,14,0,24
NW,1758,MSP,PSP,1454,1,28,1,2008,216,245,24,-5,4,14,0,0,24,0,0
DL,1067,ATL,SNA,1919,2,22,8,2006,266,266,16,16,6,20,0,0,0,0,16
DL,1433,ATL,ABQ,1269,7,6,4,2008,209,211,20,18,6,25,18,0,2,0,0
WN,41,DAL,HOU,239,7,8,7,2007,60,59,25,26,8,9,0,0,0,0,25
MQ,4011,ORD,FWA,157,6,9,6,2007,50,52,23,21,1,23,20,0,2,0,1
DL,1230,SLC,ATL,1589,1,28,11,2005,211,222,129,118,6,13,0,0,129,0,0
NW,1696,DTW,RDU,501,6,3,1,2004,94,95,68,67,5,21,67,0,1,0,0
WN,519,MDW,SDF,271,3,27,12,2006,65,57,17,25,3,12,10,0,0,0,7
XE,3137,DAL,IAH,217,5,6,10,2006,70,67,17,20,8,17,0,0,0,0,17
CO,1402,EWR,LAX,2454,2,10,6,2003,366,362,20,24,16,44,20,0,0,0,0
DL,248,LAS,SLC,368,3,25,5,2005,85,105,26,6,5,39,6,0,20,0,0
DH,7533,ORD,ICT,588,1,17,5,2004,125,134,45,36,14,35,15,0,9,0,21
CO,282,IAH,BOS,1597,5,2,9,2005,240,261,24,3,7,55,0,0,24,0,0
WN,2398,FLL,MDW,1166,6,2,9,2006,185,157,30,58,2,9,0,0,0,0,30
DL,266,MCO,ATL,403,2,28,2,2006,88,94,17,11,10,19,0,0,6,0,11
DL,1456,BDL,TPA,1111,1,18,2,2008,187,219,30,-2,6,15,0,0,30,0,0
DL,844,ATL,RIC,481,3,20,6,2007,93,103,33,23,6,31,0,0,10,0,23
WN,104,MCI,TPA,1048,5,29,8,2008,155,150,54,59,3,8,54,0,0,0,0
B6,83,JFK,SEA,2421,7,22,5,2005,359,391,49,17,4,46,17,0,32,0,0
OO,5740,IPL,LAX,181,7,31,12,2006,59,58,33,34,4,8,0,0,0,0,33
AA,150,SFO,BOS,2704,7,10,8,2008,330,330,116,116,14,13,12,0,0,0,104
AA,2067,DTW,DFW,987,2,14,6,2005,165,162,18,21,8,17,0,3,0,0,15
9E,5762,TUL,MEM,342,7,30,3,2008,74,78,123,119,8,15,0,0,4,0,119
OO,5886,ORD,DAY,240,6,26,8,2006,67,51,32,48,2,12,32,0,0,0,0
MQ,3923,ORD,LNK,466,7,8,2,2004,101,99,46,48,3,16,24,0,0,0,22
OO,1996,MEM,ATL,332,7,22,7,2007,85,76,17,26,6,15,17,0,0,0,0
OH,5074,CVG,CHA,278,1,13,3,2006,65,70,19,14,4,15,14,0,5,0,0
US,2136,LGA,BOS,185,3,15,8,2007,76,63,23,36,5,19,0,0,0,0,23
FL,83,ATL,FLL,581,7,13,7,2003,112,140,66,38,5,55,0,0,28,0,38
CO,767,IAH,SEA,1874,2,2,1,2007,284,280,22,26,12,14,22,0,0,0,0
XE,2533,IAH,CHS,925,6,17,6,2006,149,137,74,86,3,13,0,37,0,0,37
FL,907,PHF,ATL,508,5,12,9,2008,108,102,25,31,12,10,0,0,0,0,25
XE,2569,CLE,DFW,1021,5,23,5,2008,172,165,25,32,6,10,25,0,0,0,0
AA,1058,SNA,ORD,1726,5,29,8,2008,240,234,67,73,7,14,21,0,0,0,46
UA,419,MSY,DEN,1062,1,21,7,2003,164,140,63,87,3,10,0,0,0,0,63
US,1220,FLL,PHL,992,5,14,4,2006,163,160,22,25,5,10,11,0,0,0,11
AS,193,SEA,ANC,1449,1,21,5,2007,205,233,27,-1,4,19,0,0,27,0,0
YV,7237,IAD,RDU,224,5,18,7,2008,71,71,21,21,8,24,21,0,0,0,0
CO,20,BOS,EWR,200,4,9,9,2004,91,91,73,73,4,34,0,0,73,0,0
US,57,PHX,MSP,1276,4,21,6,2007,187,200,48,35,10,21,35,0,13,0,0
XE,2499,DAL,IAH,217,1,14,5,2007,67,64,19,22,6,17,0,0,4,0,15
CO,784,EWR,PDX,2433,2,7,8,2007,378,374,36,40,4,52,18,0,0,0,18
AA,2034,DFW,FLL,1119,5,10,10,2008,160,151,36,45,5,16,15,0,0,0,21
UA,687,LGA,ORD,733,5,9,6,2006,153,192,35,-4,5,71,0,0,35,0,0
WN,2360,AUS,BWI,1342,4,5,8,2004,195,170,25,50,5,5,22,0,0,0,3
B6,284,LGB,LAS,231,4,19,7,2007,70,74,52,48,9,21,6,0,4,0,42
DL,678,ATL,MIA,595,3,16,4,2008,106,103,22,25,4,18,22,0,0,0,0
WN,988,OAK,LAX,337,7,20,6,2004,75,73,37,39,4,9,0,0,0,0,37
FL,283,BOS,ATL,946,4,6,7,2006,169,180,41,30,11,16,30,0,11,0,0
OH,5092,CVG,BOS,752,1,14,1,2008,127,192,63,-2,10,41,0,0,63,0,0
CO,1618,EWR,TPA,998,2,31,7,2007,179,202,32,9,6,37,9,0,23,0,0
WN,1722,ALB,BWI,288,3,9,6,2004,70,66,51,55,3,10,0,7,0,0,44
WN,719,FLL,AUS,1105,7,10,8,2008,175,163,77,89,3,18,77,0,0,0,0
AS,674,SEA,DEN,1024,7,31,8,2008,155,178,21,-2,8,16,0,0,21,0,0
AA,1286,DFW,RIC,1158,1,30,7,2007,170,171,66,65,6,16,0,13,1,0,52
WN,2513,PHX,PDX,1009,1,23,6,2003,155,176,26,5,2,20,0,0,26,0,0
UA,331,ORD,SEA,1721,2,6,6,2006,253,276,35,12,4,25,12,0,23,0,0
DH,7338,BNA,IAD,542,5,19,12,2003,101,90,94,105,5,11,0,0,0,0,94
EV,4346,GSP,ATL,153,4,4,9,2008,68,53,29,44,9,12,29,0,0,0,0
WN,348,PHL,MHT,290,3,5,12,2007,85,107,191,169,3,56,15,0,22,0,154
EV,4430,ATL,ILM,377,4,3,1,2008,86,71,35,50,4,16,35,0,0,0,0
OO,6147,LAX,SMX,135,3,31,1,2007,51,56,21,16,4,21,21,0,0,0,0
MQ,3203,DFW,TYR,103,2,1,8,2006,49,39,19,29,3,10,9,0,0,0,10
FL,88,FLL,ATL,581,5,2,2,2007,112,118,27,21,12,12,0,0,6,0,21
DL,174,MCO,JFK,944,6,15,11,2008,154,165,56,45,14,24,0,0,48,0,8
OH,5152,GSO,ATL,306,5,1,2,2008,80,85,15,10,68,13,10,0,5,0,0
UA,402,SFO,DEN,967,2,11,12,2007,145,184,38,-1,12,12,0,0,38,0,0
AA,419,IND,DFW,762,1,9,7,2007,130,135,41,36,5,9,36,0,5,0,0
NW,613,MSP,GEG,1175,4,28,12,2006,185,199,25,11,8,20,11,0,14,0,0
US,1694,ORF,PHL,211,1,27,12,2004,63,59,22,26,3,14,0,22,0,0,0
WN,533,PHX,ONT,325,4,11,9,2008,65,57,31,39,4,5,4,0,0,0,27
US,1875,CMH,CLT,346,5,15,12,2006,79,82,44,41,15,15,7,0,3,0,34
AA,1,JFK,LAX,2475,4,3,4,2008,380,397,15,-2,21,17,0,0,15,0,0
FL,259,FNT,ATL,644,3,16,2,2005,115,130,72,57,17,9,0,0,15,0,57
UA,1553,LAS,LAX,236,7,6,5,2007,74,74,64,64,3,28,0,0,1,0,63
US,849,IAH,CLT,913,2,12,2,2008,140,163,103,80,4,41,0,0,28,0,75
WN,458,PHX,SAN,304,4,3,1,2008,65,64,20,21,3,9,11,0,0,0,9
XE,2003,STL,EWR,872,2,5,6,2007,149,157,44,36,7,15,0,0,44,0,0
HP,454,CMH,PHX,1671,4,10,3,2005,255,249,33,39,5,22,0,0,0,0,33
DL,1887,LGA,MCO,950,5,8,2,2008,177,209,27,-5,6,57,0,0,27,0,0
OH,5042,AUS,ATL,813,5,16,5,2008,129,167,35,-3,10,14,0,0,35,0,0
B6,97,JFK,DEN,1626,5,3,8,2007,160,186,35,9,6,85,0,0,26,0,9
YV,7220,ORD,LAN,179,7,27,7,2008,56,53,20,23,3,16,20,0,0,0,0
US,1098,CLT,BOS,728,5,19,11,2004,117,134,39,22,8,25,13,0,17,0,9
OO,5477,FAT,SFO,158,1,9,6,2008,53,44,88,97,3,5,0,0,0,0,88
NW,1800,MEM,VPS,369,7,22,1,2006,80,87,45,38,6,19,38,0,7,0,0
WN,2624,SJC,ONT,333,4,16,3,2006,70,70,30,30,5,12,5,0,0,0,25
OO,3776,SLC,IDA,188,4,25,12,2003,64,65,18,17,3,15,18,0,0,0,0
EV,4267,BGR,ATL,1134,1,8,10,2007,193,161,71,103,8,11,0,71,0,0,0
DL,879,ATL,SEA,2182,3,18,7,2007,310,346,63,27,9,66,27,0,36,0,0
DL,1575,ATL,MIA,595,5,14,12,2007,109,111,17,15,6,22,0,0,2,0,15
AA,86,SEA,ORD,1721,5,7,5,2004,229,299,63,-7,5,89,0,0,63,0,0
US,957,PIT,FLL,994,1,20,11,2006,156,191,36,1,5,41,0,0,36,0,0
